web_scraper_order,web_scraper_start_url,containers_url2,types_chaussures,prix,adresse,image_lien
"1766754732-90","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berluti-5277302","Chaussures Berluti","24 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5277302_uploaded_image1_1744380806.jpg""); width: 546px;"
"1766754734-91","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-pour-homme-5279254","Chaussures pour homme","13 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5279254_uploaded_image1_1744509325.jpg""); width: 577px;"
"1766754737-92","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-en-cuir-5279346","Sandales en cuir","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5279346_uploaded_image1_1744524878.jpg""); width: 506px;"
"1766754739-93","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5280347","Chaussures homme","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5280347_uploaded_image1_1744581868.jpg""); width: 424px;"
"1766754742-94","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-b22-5280637","Baskets Dior B22","12 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5280637_uploaded_image1_1744617017.jpg""); width: 422px;"
"1766754745-95","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-9060-5280652","Baskets New Balance 9060","14 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5280652_uploaded_image1_1744617829.jpg""); width: 422px;"
"1766754747-96","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4-5281091","Baskets Jordan 4","25 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5281091_uploaded_image1_1744633294.jpg""); width: 592px;"
"1766754750-97","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/crocs-confort-5282531","crocs Confort","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5282531_uploaded_image1_1744710129.jpg""); width: 601px;"
"1766754752-98","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabees-5282535","Chaussures Wallabees","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5282535_uploaded_image1_1744710250.jpg""); width: 601px;"
"1766754754-99","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-fourcand-5282537","Chaussures Fourcand","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5282537_uploaded_image1_1744710329.jpg""); width: 601px;"
"1766754758-100","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5282864","Chaussures hommes","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5282864_uploaded_image1_1744722887.jpg""); width: 547px;"
"1766754764-101","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5282876","Chaussures hommes","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5282876_uploaded_image1_1744723179.jpg""); width: 547px;"
"1766754766-102","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5283703","Chaussures homme","25 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5283703_uploaded_image1_1744756872.jpg""); width: 507px;"
"1766754769-103","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopediques-5240443","Sandales orthopédiques","19 900 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5240443_uploaded_image1_1742398772.jpg""); width: 484px;"
"1766754772-104","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-5289531","Chaussures Jordan","12 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5289531_uploaded_image1_1745088572.jpg""); width: 422px;"
"1766754774-105","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nocta-5289537","Chaussures Nocta","12 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5289537_uploaded_image1_1745088997.jpg""); width: 422px;"
"1766754777-106","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-5290098","Chaussures orthopédiques","10 000 CFA","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5290098_uploaded_image1_1745149553.jpg""); width: 416px;"
"1766754779-107","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-5290582","Sandales","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5290582_uploaded_image1_1745186783.jpg""); width: 596px;"
"1766754781-108","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5290585","Sandales homme","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5290585_uploaded_image1_1745186952.jpg""); width: 596px;"
"1766754784-109","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5290695","Chaussures homme","15 000 CFA","Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5290695_uploaded_image1_1745194082.jpg""); width: 404px;"
"1766754786-110","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-5291808","Chaussures en cuir","22 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5291808_uploaded_image1_1745269578.jpg""); width: 546px;"
"1766754789-111","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5292015","Baskets New Balance","25 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5292015_uploaded_image1_1745278729.jpg""); width: 605px;"
"1766754792-112","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-5292464","Chaussures Nike","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5292464_uploaded_image1_1745314968.jpg""); width: 547px;"
"1766754794-113","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-airmax-5292472","Chaussures Nike Airmax","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5292472_uploaded_image1_1745315287.jpg""); width: 547px;"
"1766754797-114","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-air-force-1-5292476","Chaussures Nike Air force 1","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5292476_uploaded_image1_1745315513.jpg""); width: 547px;"
"1766754799-115","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-4-5292480","Chaussures Jordan 4","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5292480_uploaded_image1_1745315752.jpg""); width: 547px;"
"1766754801-116","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5292806","Chaussures homme","20 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5292806_uploaded_image1_1745328812.jpg""); width: 391px;"
"1766754804-117","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/claquettes-5292923","Claquettes","8 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5292923_uploaded_image1_1745334000.jpg""); width: 582px;"
"1766754806-118","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-scratch-5292928","Sandales Scratch","8 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5292928_uploaded_image1_1745334273.jpg""); width: 582px;"
"1766754809-119","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-new-balance-327-5295659","Chaussures New Balance 327","20 000 CFA","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5295659_uploaded_image1_1745460927.jpg""); width: 524px;"
"1766754811-120","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5296660","Chaussures homme","25 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5296660_uploaded_image1_1745510256.jpg""); width: 605px;"
"1766754814-121","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-new-balance-9060-5297755","Chaussures New balance 9060","16 500 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5297755_uploaded_image1_1745575658.jpg""); width: 488px;"
"1766754816-122","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-babouche-5300135","Sandales Babouche","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5300135_uploaded_image1_1745713863.jpg""); width: 601px;"
"1766754818-123","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5300459","Chaussures homme","30 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5300459_uploaded_image1_1745752520.jpg""); width: 592px;"
"1766754821-124","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berluti-5303503","Chaussures Berluti","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5303503_uploaded_image1_1745934080.jpg""); width: 425px;"
"1766754823-125","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5305182","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5305182_uploaded_image1_1746024954.jpg""); width: 425px;"
"1766754826-126","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5305185","Sandales homme","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5305185_uploaded_image1_1746025051.jpg""); width: 425px;"
"1766754828-127","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5305189","Chaussures homme","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5305189_uploaded_image1_1746025155.jpg""); width: 425px;"
"1766754831-128","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-air-max-t-5306359","Chaussures Nike Air max t","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5306359_uploaded_image1_1746095228.jpg""); width: 425px;"
"1766754833-129","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5308052","Chaussures homme","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5308052_uploaded_image1_1746182715.jpg""); width: 425px;"
"1766754835-130","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5308057","Chaussures homme","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5308057_uploaded_image1_1746182805.jpg""); width: 425px;"
"1766754838-131","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/sneakers-dior-b30-2025-5308703","Sneakers Dior B30 2025","45 000 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5308703_uploaded_image1_1746208224.jpg""); width: 475px;"
"1766754840-132","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-5308712","Chaussures Timberland","50 000 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5308712_uploaded_image1_1746208453.jpg""); width: 475px;"
"1766754843-133","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5309671","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5309671_uploaded_image1_1746266657.jpg""); width: 425px;"
"1766754845-134","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-sd-dunk-5309861","Chaussures Nike sd dunk","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5309861_uploaded_image1_1746273767.jpg""); width: 425px;"
