types_habits,prix,adresse,image_lien
Ensemble enfants,20000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2485908_uploaded_image1_1595789527.jpg""); width: 389px;"
Ensemble Enfants,20000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2485966_uploaded_image1_1595790569.jpg""); width: 464px;"
Ensemble enfant,20000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2486029_uploaded_image1_1595791947.jpg""); width: 389px;"
Ensemble  bébé,3500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2486671_uploaded_image1_1595809497.jpg""); width: 671px;"
Ensemble coton bébé,3500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2486676_uploaded_image1_1595809607.jpg""); width: 671px;"
Ensemble coton bébé,3500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2486678_uploaded_image1_1595809672.jpg""); width: 671px;"
Vêtements bébé,1300,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2486689_uploaded_image1_1595809961.jpg""); width: 671px;"
Ensemble fille,5000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2486698_uploaded_image1_1595810128.jpg""); width: 671px;"
Ensemble short fille,5000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2486699_uploaded_image1_1595810182.jpg""); width: 671px;"
Ensemble short fille,5000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2486701_uploaded_image1_1595810301.jpg""); width: 671px;"
Serviette de bains,2000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2486708_uploaded_image1_1595810422.jpg""); width: 671px;"
Vêtements enfants,12000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2488144_uploaded_image1_1595852520.jpg""); width: 532px;"
Veste africaine,12000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2490006_uploaded_image1_1595887562.jpg""); width: 532px;"
Ensemble pantalon court,4000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2492350_uploaded_image1_1595948379.jpg""); width: 671px;"
Ensemble pantalon court,4000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2492355_uploaded_image1_1595948509.jpg""); width: 671px;"
Ensemble short jean,5000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2492364_uploaded_image1_1595948610.jpg""); width: 671px;"
Couvre bébé +20 pièces habits,30000,"Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2495080_uploaded_image1_1596022500.jpg""); width: 488px;"
Slip enfants,3000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2527169_uploaded_image1_1596983251.jpg""); width: 395px;"
Slip enfant,4000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2527176_uploaded_image1_1596983400.jpg""); width: 395px;"
Bonnets de tête pour enfants,2500,"Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2530456_uploaded_image1_1597074397.jpg""); width: 378px;"
Ensemble short + débardeur bébé,2500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2537778_uploaded_image1_1597253935.jpg""); width: 671px;"
Ensemble short - t-shirt bébé,1500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2537870_uploaded_image1_1597255834.jpg""); width: 671px;"
Ensemble short - débardeur  bébé,2000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2537884_uploaded_image1_1597256116.jpg""); width: 671px;"
Ensemble short - lacoste bébé,4000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2537892_uploaded_image1_1597256343.jpg""); width: 671px;"
Ensemble short - t-shirt bébé,1500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2537901_uploaded_image1_1597256514.jpg""); width: 671px;"
Ensemble short - t-shirt bébé,1500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2537913_uploaded_image1_1597256749.jpg""); width: 671px;"
Body bébé - débardeur - t-shirt,2000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2537930_uploaded_image1_1597257058.jpg""); width: 671px;"
Ensemble bas - robe fille,3500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2537979_uploaded_image1_1597257740.jpg""); width: 671px;"
Ensemble chemise - short fille,6000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2538023_uploaded_image1_1597258278.jpg""); width: 671px;"
Barboteuses fille - garçon,4000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2538073_uploaded_image1_1597259159.jpg""); width: 671px;"
Vêtements bébé,6000,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2542568_uploaded_image2_1597401581.jpeg""); width: 508px;"
Caleçon enfant,7000,"Patte d'Oie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2543074_uploaded_image1_1597409717.16.jpeg""); width: 489px;"
Vêtement enfant,9000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2543140_uploaded_image1_1597411001.jpg""); width: 400px;"
Vêtement enfant,9000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2543149_uploaded_image1_1597411204.jpg""); width: 400px;"
Vêtement enfant,12000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2543160_uploaded_image1_1597411364.jpg""); width: 400px;"
Vêtement enfant,12000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2543170_uploaded_image1_1597411515.jpg""); width: 400px;"
Robe coton fille / 2 pièces,3000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2550779_uploaded_image1_1597672383.jpg""); width: 592px;"
Vêtements enfants,10000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2554116_uploaded_image1_1597759869.jpg""); width: 374px;"
Vêtements enfants,12000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2554146_uploaded_image1_1597760452.jpg""); width: 374px;"
Vêtements Enfant,5000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2566079_uploaded_image1_1598087758.jpg""); width: 418px;"
Vêtements enfant,3000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2566343_uploaded_image1_1598094052.jpg""); width: 418px;"
Ensembles t-shirt & short casquettes,16000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2574025_uploaded_image1_1598343777.jpg""); width: 495px;"
Pantalon Jean,6000,"Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2576138_uploaded_image1_1598386302.jpg""); width: 549px;"
Robe  bébé,3500,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2576480_uploaded_image1_1598395445.jpg""); width: 539px;"
Chemise,5000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2576496_uploaded_image1_1598396141.jpg""); width: 539px;"
Chaussettes,750,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2579587_uploaded_image2_1598523144.jpeg""); width: 449px;"
Chemise,5000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2580779_uploaded_image1_1598550877.jpg""); width: 539px;"
Vêtements  enfants,15000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2584569_uploaded_image1_1598712873.jpg""); width: 495px;"
Robe en wax,4000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2584760_uploaded_image1_1598717223.jpg""); width: 539px;"
Friperie bébé,1000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2589301_uploaded_image1_1598898362.jpg""); width: 522px;"
Vêtements enfant,4500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2599887_uploaded_image1_1599213423.jpg""); width: 399px;"
Vêtements Friperie,1500,"Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2601355_uploaded_image1_1599249904.jpg""); width: 558px;"
Vêtements enfant,2500,"Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2601672_uploaded_image1_1599258938.jpg""); width: 558px;"
Vêtements friperie pour enfants,2000,"Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2603703_uploaded_image1_1599334219.jpg""); width: 558px;"
Vêtements friperie pour enfants,2500,"Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2603705_uploaded_image1_1599334420.jpg""); width: 558px;"
Vêtements friperie pour enfants,6000,"Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2603708_uploaded_image1_1599334512.jpg""); width: 558px;"
Vêtements friperie pour enfants,2000,"Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2603709_uploaded_image1_1599334622.jpg""); width: 558px;"
Vêtements enfants friperie,2000,"Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2605712_uploaded_image1_1599422903.jpg""); width: 558px;"
Vêtements enfants,2500,"Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2607386_uploaded_image1_1599484905.jpg""); width: 558px;"
Robe enfant - 1 à  2 ans,5000,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2611679_uploaded_image2_1599603919.jpeg""); width: 470px;"
Vêtement enfant,4500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2616461_uploaded_image2_1599750823.jpeg""); width: 399px;"
Ensemble Vêtement enfant,1500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2617201_uploaded_image1_1599768241.jpg""); width: 671px;"
Ensemble enfant,3500,"Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2617661_uploaded_image1_1599791176.jpg""); width: 374px;"
Robes enfants,3000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2628037_uploaded_image1_1600183966.jpg""); width: 405px;"
Vêtement enfants,4500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2645901_uploaded_image1_1600850118.jpg""); width: 399px;"
Ensemble enfants,13000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2646594_uploaded_image1_1600865046.jpg""); width: 576px;"
Ensemble vêtement Enfant,13000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2646607_uploaded_image1_1600865356.jpg""); width: 576px;"
Body bébé,11000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2648630_uploaded_image1_1600945109.jpg""); width: 671px;"
Petit bateau débardeur,2000,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2650397_uploaded_image1_1601010666.jpg""); width: 512px;"
Vêtement enfants,5000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2658970_uploaded_image1_1601383402.jpg""); width: 493px;"
Short,4000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2659599_uploaded_image1_1601398051.jpg""); width: 493px;"
Culotte enfant,5000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2659602_uploaded_image1_1601398098.jpg""); width: 493px;"
Short Enfant,4000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2659615_uploaded_image1_1601398361.jpg""); width: 493px;"
Short Enfant,4000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2660421_uploaded_image1_1601431711.jpg""); width: 493px;"
Short enfant,4000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2660422_uploaded_image1_1601431777.jpg""); width: 493px;"
Short enfant,4000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2660423_uploaded_image1_1601431822.jpg""); width: 493px;"
Vêtements enfants,13000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2667426_uploaded_image1_1601662405.jpg""); width: 576px;"
Robe fillette,7000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2667508_uploaded_image1_1601664466.jpg""); width: 528px;"
Robe fillette,5000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2687946_uploaded_image1_1602453048.jpg""); width: 528px;"
Robe fillette,5000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2690335_uploaded_image1_1602538207.jpg""); width: 528px;"
Robe fillette,5000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2690337_uploaded_image1_1602538344.jpg""); width: 528px;"
Robe fillette,7000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2690343_uploaded_image1_1602538458.jpg""); width: 528px;"
Robe fillette,5000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2693060_uploaded_image1_1602629609.jpg""); width: 528px;"
Ensemble coton,5000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2693101_uploaded_image1_1602631694.jpg""); width: 410px;"
Ensemble grenouillère  bébé,6500,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2694850_uploaded_image1_1602692637.jpg""); width: 592px;"
Ban pour bébé,550000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2694878_uploaded_image1_1602693491.jpg""); width: 405px;"
Vêtement Enfants,3500,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2694887_uploaded_image1_1602693769.jpg""); width: 405px;"
Vêtement Enfants,7000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2694916_uploaded_image1_1602694530.jpg""); width: 405px;"
Robe fillette,7000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2695739_uploaded_image1_1602719569.jpg""); width: 528px;"
Robe fillette,7000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2695741_uploaded_image1_1602719623.jpg""); width: 528px;"
Robe fillette,5000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2695762_uploaded_image2_1602719919.jpeg""); width: 528px;"
Robe enfant,5000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2697206_uploaded_image1_1602775399.jpg""); width: 374px;"
Robe enfant,5000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2697563_uploaded_image1_1602786967.jpg""); width: 484px;"
