web_scraper_order,web_scraper_start_url,vetement_enfants,types_habits,prix,adresse,image_lien
"1766967186-91","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-809246","Blouson Enfant","Prix sur demande","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/809246_uploaded_image1_1564866370.7.png""); width: 575px;"
"1766967189-92","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/collection-robes-de-tabaski-814621","Collection robes de Tabaski","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/814621_uploaded_image1_1565037683.29.png""); width: 416px;"
"1766967215-93","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-821731","Robe","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/821731_uploaded_image2_1565208425.07.png""); width: 416px;"
"1766967242-94","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-829029","Robe enfant","8 000 CFA","Sénégal",""
"1766967269-95","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-859540","Vêtements enfants","Prix sur demande","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/859540_uploaded_image2_1566339904.86.png""); width: 575px;"
"1766967271-96","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfant-859544","Blouson pour enfant","Prix sur demande","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/859544_uploaded_image1_1566339969.44.png""); width: 575px;"
"1766967281-97","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-de-1er-choix-874399","Friperie de 1er choix","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/874399_uploaded_image2_1566725623.64.png""); width: 459px;"
"1766967284-98","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-874410","Vêtements enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/874410_uploaded_image1_1566725903.03.png""); width: 459px;"
"1766967303-99","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-1er-choix-vetements-enfants-874418","Friperie 1er choix - Vêtements enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/874418_uploaded_image2_1566726014.16.png""); width: 459px;"
"1766967305-100","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-friperie-de-1er-choix-874422","Vêtements Enfants - friperie de 1er choix","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/874422_uploaded_image1_1566726154.26.png""); width: 459px;"
"1766967313-101","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-bebe-882678","Vêtement  bébé","6 000 CFA","Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/882678_uploaded_image1_1566927510.43.png""); width: 604px;"
"1766967315-102","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-882774","Vêtements enfants","Prix sur demande","Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/882774_uploaded_image1_1566929353.89.png""); width: 406px;"
"1766967320-103","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-889084","Robe enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/889084_uploaded_image1_1567081638.65.png""); width: 431px;"
"1766967322-104","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-892154","Blouson enfant","Prix sur demande","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/892154_uploaded_image1_1567155680.4.png""); width: 575px;"
"1766967325-105","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/gigoteuse-894885","Gigoteuse","10 000 CFA","Sénégal","background-image: url(""https://images.coinafrique.com/894885_uploaded_image1_1567205957.07.png""); width: 594px;"
"1766967338-106","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-902731","Vêtements enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/902731_uploaded_image1_1567471827.27.png""); width: 497px;"
"1766967341-107","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-915850","Blouson enfant","16 000 CFA","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/915850_uploaded_image1_1567763636.38.png""); width: 575px;"
"1766967343-108","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-918122","Vêtements enfants","21 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/918122_uploaded_image1_1567809516.5.png""); width: 414px;"
"1766967374-109","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-918128","Vêtements enfants","10 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/918128_uploaded_image2_1567809825.59.png""); width: 414px;"
"1766967377-110","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-918132","Vêtements enfants","12 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/918132_uploaded_image1_1567810084.62.png""); width: 414px;"
"1766967380-111","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-929220","Vêtements Enfant","Prix sur demande","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/929220_uploaded_image1_1568130345.41.png""); width: 400px;"
"1766967384-112","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-929221","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/929221_uploaded_image1_1568130227.07.png""); width: 400px;"
"1766967386-113","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-929222","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/929222_uploaded_image1_1568130259.69.png""); width: 400px;"
"1766967389-114","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/pull-pour-maman-et-bebe-929824","Pull pour maman et bébé","Prix sur demande","Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/929824_uploaded_image1_1568140168.74.png""); width: 604px;"
"1766967392-115","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/blousons-enfants-930549","Blousons enfants","Prix sur demande","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/930549_uploaded_image1_1568156487.01.png""); width: 575px;"
"1766967394-116","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfant-961263","Robe pour enfant","7 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/961263_uploaded_image2_1568847805.97.png""); width: 404px;"
"1766967397-117","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/robe-classe-961269","Robe classe","5 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/961269_uploaded_image1_1568848014.85.png""); width: 404px;"
"1766967399-118","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/robe-bebe-1-an-971896","Robe bébé - 1 an","25 000 CFA","Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/971896_uploaded_image1_1569081271.03.png""); width: 374px;"
"1766967401-119","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-976936","Blouson enfant","Prix sur demande","Sénégal","background-image: url(""https://images.coinafrique.com/976936_uploaded_image1_1569232707.95.png""); width: 575px;"
"1766967409-120","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfants-976941","Blouson enfants","Prix sur demande","Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/976941_uploaded_image1_1569232766.05.png""); width: 575px;"
"1766967411-121","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-petits-et-grands-988554","Ensemble petits et grands","15 000 CFA","M'bour, Sénégal","background-image: url(""https://images.coinafrique.com/988554_uploaded_image1_1569436029.51.png""); width: 437px;"
"1766967414-122","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-1005527","Ensemble bébé","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1005527_uploaded_image1_1569844605.98.png""); width: 374px;"
"1766967416-123","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-1005538","Ensemble bébé","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1005538_uploaded_image1_1569844704.33.png""); width: 374px;"
"1766967419-124","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1016977","Vêtements Enfants","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1016977_uploaded_image1_1570069123.14.png""); width: 441px;"
"1766967422-125","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/chemises-pour-enfants-1016979","Chemises pour enfants","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1016979_uploaded_image1_1570069298.65.png""); width: 441px;"
"1766967424-126","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-enfants-3-a-16-ans-1016980","Jeans enfants - 3 à 16 ans","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1016980_uploaded_image1_1570069353.16.png""); width: 441px;"
"1766967426-127","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-mauve-1020573","Pull-over mauve","4 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1020573_uploaded_image1_1570128555.58.png""); width: 374px;"
"1766967429-128","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/robes-1021961","Robes","1 250 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1021961_uploaded_image1_1570172652.67.png""); width: 572px;"
"1766967431-129","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/lange-bebe-5-pieces-1027288","Lange bébé 5 pièces","8 500 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1027288_uploaded_image1_1570272791.38.png""); width: 470px;"
"1766967436-130","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/chaussures-filles-et-garcons-1029318","Chaussures filles et garçons","25 000 CFA","Sénégal","background-image: url(""https://images.coinafrique.com/1029318_uploaded_image1_1570324274.63.png""); width: 604px;"
"1766967440-131","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-1035457","Chemise","12 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1035457_uploaded_image1_1570472984.2.png""); width: 404px;"
"1766967443-132","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/habillement-1043326","Habillement","3 000 CFA","Guédiawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1043326_uploaded_image1_1570627731.54.png""); width: 543px;"
"1766967446-133","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/jupe-1043331","Jupe","3 000 CFA","Guédiawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1043331_uploaded_image1_1570627825.79.png""); width: 543px;"
"1766967448-134","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1043333","Vêtements enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1043333_uploaded_image1_1570627859.96.png""); width: 543px;"
